"visitType","trapFunctioning","fishProcessed","rpmRevolutionsAtStart","rpmRevolutionsAtEnd","counterAtEnd","visitTime","siteName","subSiteName","trapVisitID","includeCatch","projectDescriptionID","discharge","waterVel","waterTemp","turbidity"
"Continue trapping","Trap functioning normally","Processed fish",2.2,2.2,3115,2017-11-24 08:30:47,"Parrot-Phelan RST","PP RST",123,"Yes",11,NA,0.6,10,5.57
"Continue trapping","Trap functioning normally","Processed fish",2.6,2.6,3730,2017-11-23 07:30:47,"Parrot-Phelan RST","PP RST",124,"Yes",11,NA,1.1,9,7.8
"Continue trapping","Trap functioning normally","Processed fish",2.8,2.8,3917,2017-11-22 09:30:47,"Parrot-Phelan RST","PP RST",125,"Yes",11,NA,1.1,9,7.91
"Unplanned restart","Trap stopped functioning","Processed fish",3.1,3.1,2636,2017-11-21 09:30:47,"Parrot-Phelan RST","PP RST",126,"Yes",11,NA,1,9,7.29
"Continue trapping","Trap functioning normally","Processed fish",2.3,2.3,2835,2017-11-20 08:30:47,"Parrot-Phelan RST","PP RST",127,"Yes",11,NA,1.5,9,5.3
"Continue trapping","Trap functioning normally","Processed fish",2.6,2.6,3859,2017-11-19 13:00:47,"Parrot-Phelan RST","PP RST",128,"Yes",11,NA,1.7,8,8.39
"Continue trapping","Trap functioning normally","Processed fish",2.7,2.7,5243,2017-11-18 12:00:47,"Parrot-Phelan RST","PP RST",129,"Yes",11,NA,1.2,9,7.11
"Continue trapping","Trap functioning normally","Processed fish",3.3,3.3,5293,2017-11-17 08:30:47,"Parrot-Phelan RST","PP RST",130,"Yes",11,NA,1.2,8,10.05
"Start trap & begin trapping","Trap not in service","N/A; not a sampling visit",NA,3,NA,2017-11-16 09:20:47,"Parrot-Phelan RST","PP RST",131,"Yes",11,NA,1.5,10,28.1
"End trapping","Trap functioning normally","Processed fish",2,NA,NA,2017-11-15 10:45:47,"Parrot-Phelan RST","PP RST",132,"Yes",11,NA,3.6,0,0
"Continue trapping","Trap functioning normally","Processed fish",2,2,2409,2017-12-04 07:30:47,"Parrot-Phelan RST","PP RST",133,"Yes",11,NA,1,5,7.06
"Unplanned restart","Trap stopped functioning","Processed fish",2.1,2.1,NA,2018-01-09 09:00:47,"Parrot-Phelan RST","PP RST",134,"Yes",11,NA,0.9,9,26.7
"Continue trapping","Trap functioning but not normally","Processed fish",NA,NA,NA,2018-01-09 10:00:43,"Parrott-Phelan canal trap box","canal trap box",135,"Yes",11,NA,NA,9,26.7
"Continue trapping","Trap functioning but not normally","Processed fish",NA,NA,NA,2018-01-10 08:15:43,"Parrott-Phelan canal trap box","canal trap box",136,"Yes",11,NA,1.3,9,10.56
"Continue trapping","Trap functioning normally","Processed fish",4,4,3728,2018-01-10 10:00:47,"Parrot-Phelan RST","PP RST",137,"Yes",11,NA,1.3,9,10.56
"Continue trapping","Trap functioning normally","Processed fish",3.1,3.1,4378,2018-01-11 08:30:47,"Parrot-Phelan RST","PP RST",138,"Yes",11,NA,0.4,8,8.92
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2018-01-11 09:45:43,"Parrott-Phelan canal trap box","canal trap box",139,"Yes",11,NA,NA,8,8.92
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2018-01-12 09:30:43,"Parrott-Phelan canal trap box","canal trap box",140,"Yes",11,NA,NA,7,8.35
"Continue trapping","Trap functioning normally","Processed fish",2.4,2.4,4066,2018-01-12 09:00:47,"Parrot-Phelan RST","PP RST",141,"Yes",11,1.1,1.1,7,8.35
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2018-01-13 09:30:43,"Parrott-Phelan canal trap box","canal trap box",142,"Yes",11,NA,NA,7,6.12
"Continue trapping","Trap functioning normally","Processed fish",2.5,2.5,2824,2018-01-13 09:00:47,"Parrot-Phelan RST","PP RST",143,"Yes",11,NA,0.2,7,6.12
"Continue trapping","Trap functioning normally","Processed fish",2.5,2.5,166,2018-01-14 08:30:47,"Parrot-Phelan RST","PP RST",144,"Yes",11,NA,0.2,7,6.65
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2018-01-14 09:00:43,"Parrott-Phelan canal trap box","canal trap box",145,"Yes",11,NA,NA,7,6.65
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2018-01-15 08:30:43,"Parrott-Phelan canal trap box","canal trap box",146,"Yes",11,NA,NA,7,9.16
"Continue trapping","Trap functioning normally","Processed fish",2.2,2.2,3004,2018-01-15 08:00:47,"Parrot-Phelan RST","PP RST",147,"Yes",11,NA,0.2,7,9.16
"Continue trapping","Trap functioning normally","Processed fish",2,2,1500,2018-01-16 08:15:47,"Parrot-Phelan RST","PP RST",148,"Yes",11,NA,0.3,7,6.52
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2018-01-16 09:00:43,"Parrott-Phelan canal trap box","canal trap box",149,"Yes",11,NA,NA,7,6.52
"Continue trapping","Trap functioning normally","Processed fish",1.5,1.5,194,2018-01-17 08:30:47,"Parrot-Phelan RST","PP RST",150,"Yes",11,NA,0.4,9,6.15
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2018-01-17 09:00:43,"Parrott-Phelan canal trap box","canal trap box",151,"Yes",11,NA,NA,9,6.15
"Continue trapping","Trap functioning normally","Processed fish",NA,1.3,1943,2018-01-18 08:30:47,"Parrot-Phelan RST","PP RST",152,"Yes",11,NA,0.4,7,5.74
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2018-01-18 09:00:43,"Parrott-Phelan canal trap box","canal trap box",153,"Yes",11,NA,NA,7,5.74
"Continue trapping","Trap functioning normally","Processed fish",NA,3.1,3262,2018-01-19 09:45:47,"Parrot-Phelan RST","PP RST",154,"Yes",11,NA,1.5,9,11.9
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2018-01-19 08:15:43,"Parrott-Phelan canal trap box","canal trap box",155,"Yes",11,NA,NA,9,11.9
"Continue trapping","Trap functioning normally","Processed fish",3.1,3.3,3977,2018-01-20 11:00:47,"Parrot-Phelan RST","PP RST",156,"Yes",11,NA,1.7,7,9.49
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2018-01-20 12:00:43,"Parrott-Phelan canal trap box","canal trap box",157,"Yes",11,NA,NA,7,9.49
"Continue trapping","Trap functioning normally","Processed fish",3.3,2.1,2547,2018-01-21 08:30:47,"Parrot-Phelan RST","PP RST",158,"Yes",11,NA,0.7,4,7.53
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2018-01-21 09:10:43,"Parrott-Phelan canal trap box","canal trap box",159,"Yes",11,NA,NA,4,7.53
"Continue trapping","Trap functioning normally","Processed fish",2.2,2.2,2194,2018-01-22 07:15:47,"Parrot-Phelan RST","PP RST",160,"Yes",11,NA,0.6,5,6.7
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2018-01-22 08:00:43,"Parrott-Phelan canal trap box","canal trap box",161,"Yes",11,NA,NA,5,6.7
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2018-01-23 08:50:43,"Parrott-Phelan canal trap box","canal trap box",162,"Yes",11,NA,NA,7,8.65
"Continue trapping","Trap functioning normally","Processed fish",2.1,2.1,3339,2018-01-23 08:10:47,"Parrot-Phelan RST","PP RST",163,"Yes",11,NA,0.3,7,8.65
"Continue trapping","Trap functioning normally","Processed fish",2,2,3373,2018-01-24 12:15:47,"Parrot-Phelan RST","PP RST",164,"Yes",11,NA,0.4,9,6.29
"End trapping","Trap functioning normally","Processed fish",NA,NA,NA,2018-01-24 12:30:43,"Parrott-Phelan canal trap box","canal trap box",165,"Yes",11,NA,NA,9,6.29
"Continue trapping","Trap functioning normally","Processed fish",3.6,3.6,2406,2018-01-25 08:00:47,"Parrot-Phelan RST","PP RST",166,"Yes",11,NA,0.4,6,14.3
"Start trap & begin trapping","Trap not in service","N/A; not a sampling visit",NA,NA,NA,2018-01-26 08:30:43,"Parrott-Phelan canal trap box","canal trap box",167,"Yes",11,NA,NA,5,9.99
"Continue trapping","Trap functioning normally","Processed fish",2.8,2.8,4220,2018-01-26 08:30:47,"Parrot-Phelan RST","PP RST",168,"Yes",11,NA,0.4,5,9.99
"Continue trapping","Trap functioning normally","Processed fish",2.6,2.6,3862,2018-01-27 08:30:47,"Parrot-Phelan RST","PP RST",169,"Yes",11,NA,NA,NA,NA
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2018-01-27 09:30:43,"Parrott-Phelan canal trap box","canal trap box",170,"Yes",11,NA,NA,6,8.38
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2018-01-28 09:00:43,"Parrott-Phelan canal trap box","canal trap box",171,"Yes",11,NA,NA,6,7.04
"Continue trapping","Trap functioning normally","Processed fish",2.6,2.4,3644,2018-01-28 08:30:47,"Parrot-Phelan RST","PP RST",172,"Yes",11,NA,0.6,6,7.04
"Unplanned restart","Trap stopped functioning","Processed fish",0,3.5,NA,2018-01-29 08:30:47,"Parrot-Phelan RST","PP RST",173,"Yes",11,NA,0.9,4,7.2
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2018-01-29 09:00:43,"Parrott-Phelan canal trap box","canal trap box",174,"Yes",11,NA,NA,4,7.2
"Continue trapping","Trap functioning normally","Processed fish",NA,3,NA,2019-11-18 09:00:47,"Parrot-Phelan RST","PP RST",175,"Yes",11,NA,NA,13,NA
"Start trap & begin trapping","Trap not in service","N/A; not a sampling visit",0,4.2,2235,2019-12-02 09:45:47,"Parrot-Phelan RST","PP RST",176,"Yes",11,NA,NA,13,NA
"Continue trapping","Trap functioning normally","Processed fish",1.3,1.3,3165,2022-05-09 10:45:47,"Parrot-Phelan RST","PP RST",177,"Yes",11,193,NA,12,NA
"Continue trapping","Trap functioning normally","Processed fish",0.8,0.8,935,2015-11-03 09:55:47,"Parrot-Phelan RST","PP RST",178,"Yes",11,NA,NA,12,NA
"Continue trapping","Trap functioning normally","Processed fish",0.6,0.6,1260,2015-11-04 08:30:47,"Parrot-Phelan RST","PP RST",179,"Yes",11,NA,NA,12,NA
"Continue trapping","Trap functioning normally","Processed fish",1.7,1.7,2095,2015-11-05 10:30:47,"Parrot-Phelan RST","PP RST",180,"Yes",11,NA,NA,9,NA
"Continue trapping","Trap functioning normally","Processed fish",1.4,1.4,1953,2015-11-06 08:30:47,"Parrot-Phelan RST","PP RST",181,"Yes",11,NA,NA,8,NA
"Continue trapping","Trap functioning normally","Processed fish",1.5,1.5,2228,2015-11-07 09:00:47,"Parrot-Phelan RST","PP RST",182,"Yes",11,NA,NA,8,NA
"Continue trapping","Trap functioning normally","Processed fish",1.6,1.6,1997,2015-11-08 08:00:47,"Parrot-Phelan RST","PP RST",183,"Yes",11,NA,NA,8,NA
"Continue trapping","Trap functioning normally","No fish were caught",1.3,1.3,2301,2015-11-09 08:30:47,"Parrot-Phelan RST","PP RST",184,"Yes",11,NA,NA,8,NA
"Continue trapping","Trap functioning normally","Processed fish",1.5,1.5,1884,2015-11-10 08:50:47,"Parrot-Phelan RST","PP RST",185,"Yes",11,NA,NA,8,NA
"Continue trapping","Trap functioning normally","Processed fish",2,2,2404,2015-11-11 08:55:47,"Parrot-Phelan RST","PP RST",186,"Yes",11,NA,NA,6,NA
"Continue trapping","Trap functioning normally","Processed fish",2,2,2177,2015-11-12 08:15:47,"Parrot-Phelan RST","PP RST",187,"Yes",11,NA,NA,5,NA
"Continue trapping","Trap functioning normally","Processed fish",1.5,1.5,2174,2015-11-13 09:30:47,"Parrot-Phelan RST","PP RST",188,"Yes",11,NA,NA,6,NA
"Continue trapping","Trap functioning normally","Processed fish",1.4,1.4,1865,2015-11-14 07:30:47,"Parrot-Phelan RST","PP RST",189,"Yes",11,NA,NA,6,NA
"Continue trapping","Trap functioning normally","Processed fish",1.6,1.6,2025,2015-11-15 08:00:47,"Parrot-Phelan RST","PP RST",190,"Yes",11,NA,NA,6,NA
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,1248,2015-11-16 08:50:47,"Parrot-Phelan RST","PP RST",191,"Yes",11,NA,NA,5,NA
"Continue trapping","Trap functioning normally","Processed fish",1.7,1.7,2136,2015-11-17 10:05:47,"Parrot-Phelan RST","PP RST",192,"Yes",11,NA,NA,6,NA
"Continue trapping","Trap functioning normally","Processed fish",1.8,1.8,1838,2015-11-18 09:05:47,"Parrot-Phelan RST","PP RST",193,"Yes",11,NA,NA,5,NA
"Continue trapping","Trap functioning normally","Processed fish",1.7,1.7,2166,2015-11-19 09:55:47,"Parrot-Phelan RST","PP RST",194,"Yes",11,NA,NA,6,NA
"Continue trapping","Trap functioning normally","Processed fish",1.5,1.5,2048,2015-11-20 08:30:47,"Parrot-Phelan RST","PP RST",195,"Yes",11,NA,NA,5,NA
"Continue trapping","Trap functioning normally","Processed fish",1.9,1.9,2314,2015-11-21 07:16:47,"Parrot-Phelan RST","PP RST",196,"Yes",11,NA,NA,5,NA
"Continue trapping","Trap functioning normally","No fish were caught",1.9,1.9,2064,2015-11-22 08:00:47,"Parrot-Phelan RST","PP RST",197,"Yes",11,NA,NA,5,NA
"Continue trapping","Trap functioning normally","Processed fish",1.4,1.4,1957,2015-11-23 08:30:47,"Parrot-Phelan RST","PP RST",198,"Yes",11,NA,NA,6,NA
"Continue trapping","Trap functioning normally","Processed fish",1.3,1.3,1297,2015-11-24 08:30:47,"Parrot-Phelan RST","PP RST",199,"Yes",11,NA,NA,8,NA
"Unplanned restart","Trap stopped functioning","No fish were caught",0,1.2,NA,2015-11-25 07:30:47,"Parrot-Phelan RST","PP RST",200,"Yes",11,NA,NA,5,NA
"Continue trapping","Trap functioning normally","Processed fish",1.6,1.6,1886,2015-11-26 11:00:47,"Parrot-Phelan RST","PP RST",201,"Yes",11,NA,NA,5,NA
"Continue trapping","Trap functioning normally","No fish were caught",1.2,1.2,803,2015-11-27 08:30:47,"Parrot-Phelan RST","PP RST",202,"Yes",11,NA,NA,4,NA
"Continue trapping","Trap functioning normally","Processed fish",1.4,1.4,1386,2015-11-28 08:25:47,"Parrot-Phelan RST","PP RST",203,"Yes",11,NA,NA,3,NA
"Continue trapping","Trap functioning normally","Processed fish",1.2,1.2,777,2015-11-29 08:10:47,"Parrot-Phelan RST","PP RST",204,"Yes",11,NA,NA,NA,NA
"Continue trapping","Trap functioning normally","Processed fish",1.7,1.7,1927,2015-11-30 08:32:47,"Parrot-Phelan RST","PP RST",205,"Yes",11,NA,NA,NA,NA
"Continue trapping","Trap functioning normally","Processed fish",1.1,1.1,1818,2015-12-01 08:30:47,"Parrot-Phelan RST","PP RST",206,"Yes",11,NA,NA,3,NA
"Continue trapping","Trap functioning normally","Processed fish",1.1,1.1,1560,2015-12-02 08:20:47,"Parrot-Phelan RST","PP RST",207,"Yes",11,NA,NA,3,NA
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2018-01-30 09:00:43,"Parrott-Phelan canal trap box","canal trap box",208,"Yes",11,NA,NA,7,9.44
"Unplanned restart","Trap stopped functioning","Processed fish",0,2.6,NA,2018-01-30 08:30:47,"Parrot-Phelan RST","PP RST",209,"Yes",11,NA,0.4,7,9.44
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2018-01-31 09:00:43,"Parrott-Phelan canal trap box","canal trap box",210,"Yes",11,NA,NA,6,9.05
"Continue trapping","Trap functioning normally","Processed fish",2.2,2.2,3162,2018-01-31 08:30:47,"Parrot-Phelan RST","PP RST",211,"Yes",11,NA,1,6,9.05
"Continue trapping","Trap functioning normally","Processed fish",NA,1.8,3064,2018-02-01 09:00:47,"Parrot-Phelan RST","PP RST",212,"Yes",11,NA,1,5,6.5
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2018-02-01 10:00:43,"Parrott-Phelan canal trap box","canal trap box",213,"Yes",11,NA,NA,5,6.5
"Continue trapping","Trap functioning normally","Processed fish",2.2,2.2,2946,2018-02-02 08:30:47,"Parrot-Phelan RST","PP RST",214,"Yes",11,NA,0.9,5,7.42
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2018-02-02 09:00:43,"Parrott-Phelan canal trap box","canal trap box",215,"Yes",11,NA,0.9,5,7.42
"Continue trapping","Trap functioning normally","Processed fish",2.7,2.7,NA,2016-06-29 08:30:47,"Parrot-Phelan RST","PP RST",216,"Yes",11,NA,NA,18,NA
"Continue trapping","Trap functioning normally","Processed fish",2.7,2.7,NA,2016-06-28 08:45:47,"Parrot-Phelan RST","PP RST",217,"Yes",11,NA,NA,NA,NA
"Continue trapping","Trap functioning normally","Processed fish",3,3,NA,2016-06-27 08:15:47,"Parrot-Phelan RST","PP RST",218,"Yes",11,NA,NA,18,NA
"Continue trapping","Trap functioning normally","Processed fish",2.7,2.7,NA,2016-06-26 07:00:47,"Parrot-Phelan RST","PP RST",219,"Yes",11,NA,NA,17,NA
"Continue trapping","Trap functioning normally","Processed fish",2.8,2.8,NA,2016-06-25 07:30:47,"Parrot-Phelan RST","PP RST",220,"Yes",11,NA,NA,17,NA
"Continue trapping","Trap functioning normally","Processed fish",2.7,2.7,NA,2016-06-24 09:00:47,"Parrot-Phelan RST","PP RST",221,"Yes",11,NA,NA,17,NA
"Continue trapping","Trap functioning normally","Processed fish",2.1,2.1,NA,2016-06-23 08:50:47,"Parrot-Phelan RST","PP RST",222,"Yes",11,NA,NA,16,NA
"Continue trapping","Trap functioning normally","Processed fish",2.8,2.8,NA,2016-06-22 08:10:47,"Parrot-Phelan RST","PP RST",223,"Yes",11,NA,NA,18,NA
"Continue trapping","Trap functioning normally","Processed fish",2.7,2.7,NA,2016-06-21 08:15:47,"Parrot-Phelan RST","PP RST",224,"Yes",11,NA,NA,16,NA
"Continue trapping","Trap functioning normally","Processed fish",0,0,NA,2016-06-20 08:00:47,"Parrot-Phelan RST","PP RST",225,"Yes",11,NA,NA,15,NA
"Continue trapping","Trap functioning normally","Processed fish",2.6,2.6,NA,2016-06-19 08:30:47,"Parrot-Phelan RST","PP RST",226,"Yes",11,NA,NA,13,NA
"Continue trapping","Trap functioning normally","Processed fish",2.1,2.1,NA,2016-06-18 08:20:47,"Parrot-Phelan RST","PP RST",227,"Yes",11,NA,NA,13,NA
"Continue trapping","Trap functioning normally","Processed fish",2.8,2.8,NA,2016-06-17 07:30:47,"Parrot-Phelan RST","PP RST",228,"Yes",11,NA,NA,14,NA
"Continue trapping","Trap functioning normally","Processed fish",2.3,2.3,NA,2016-06-16 08:40:47,"Parrot-Phelan RST","PP RST",229,"Yes",11,NA,NA,14,NA
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2018-02-03 08:30:43,"Parrott-Phelan canal trap box","canal trap box",230,"Yes",11,NA,NA,6,8.36
"Unplanned restart","Trap stopped functioning","Processed fish",2.5,2.5,NA,2018-02-03 07:40:47,"Parrot-Phelan RST","PP RST",231,"Yes",11,NA,0.9,6,8.36
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2018-02-04 09:30:43,"Parrott-Phelan canal trap box","canal trap box",232,"Yes",11,NA,NA,8,7.58
"Continue trapping","Trap functioning normally","Processed fish",2.5,2.3,3071,2018-02-04 08:30:47,"Parrot-Phelan RST","PP RST",233,"Yes",11,NA,0.6,8,7.58
"Continue trapping","Trap functioning normally","Processed fish",2.3,2.2,3106,2018-02-05 08:30:47,"Parrot-Phelan RST","PP RST",234,"Yes",11,NA,0.7,8,7.17
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2018-02-05 09:00:43,"Parrott-Phelan canal trap box","canal trap box",235,"Yes",11,NA,NA,8,7.17
"Continue trapping","Trap functioning normally","Processed fish",1.1,1.4,1708,2015-12-03 09:00:47,"Parrot-Phelan RST","PP RST",236,"Yes",11,NA,NA,4,NA
"Continue trapping","Trap functioning normally","Processed fish",1.4,1.1,730,2015-12-04 08:45:47,"Parrot-Phelan RST","PP RST",237,"Yes",11,NA,NA,4,NA
"Continue trapping","Trap functioning normally","Processed fish",1.1,1.3,1095,2015-12-05 08:25:47,"Parrot-Phelan RST","PP RST",238,"Yes",11,NA,NA,4,NA
"Continue trapping","Trap functioning normally","Processed fish",1.3,1.2,1944,2015-12-06 08:00:47,"Parrot-Phelan RST","PP RST",239,"Yes",11,NA,NA,5,NA
"Continue trapping","Trap functioning normally","Processed fish",1.2,1.5,2482,2015-12-07 09:00:47,"Parrot-Phelan RST","PP RST",240,"Yes",11,NA,NA,7,NA
"Continue trapping","Trap functioning normally","Processed fish",1.5,1.6,1998,2015-12-08 09:30:47,"Parrot-Phelan RST","PP RST",241,"Yes",11,NA,NA,6,NA
"Continue trapping","Trap functioning normally","Processed fish",1.6,1.8,2310,2015-12-09 09:00:47,"Parrot-Phelan RST","PP RST",242,"Yes",11,NA,NA,7,NA
"Continue trapping","Trap functioning normally","Processed fish",1.8,1.1,1638,2015-12-10 09:00:47,"Parrot-Phelan RST","PP RST",243,"Yes",11,NA,NA,5,NA
"Continue trapping","Trap functioning but not normally","Processed fish",1.1,2.7,568,2015-12-11 09:00:47,"Parrot-Phelan RST","PP RST",244,"Yes",11,NA,NA,5,NA
"Continue trapping","Trap functioning normally","Processed fish",2.7,2.2,626,2015-12-11 14:35:47,"Parrot-Phelan RST","PP RST",245,"Yes",11,NA,NA,8,NA
"Continue trapping","Trap functioning normally","Processed fish",2.2,1.6,1894,2015-12-12 08:10:47,"Parrot-Phelan RST","PP RST",246,"Yes",11,NA,NA,5,NA
"Continue trapping","Trap functioning normally","Processed fish",1.6,1.7,1978,2015-12-13 09:30:47,"Parrot-Phelan RST","PP RST",247,"Yes",11,NA,NA,8,NA
"Unplanned restart","Trap stopped functioning","N/A; not a sampling visit",NA,NA,NA,2015-12-14 09:00:47,"Parrot-Phelan RST","PP RST",248,"Yes",11,NA,NA,NA,NA
"Continue trapping","Trap functioning normally","Processed fish",2.2,2.2,3101,2018-02-06 08:30:47,"Parrot-Phelan RST","PP RST",249,"Yes",11,NA,0.2,7,8.18
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2018-02-06 09:30:43,"Parrott-Phelan canal trap box","canal trap box",250,"Yes",11,NA,NA,7,8.18
"Continue trapping","Trap functioning normally","Processed fish",2.2,2.2,3014,2018-02-07 08:30:47,"Parrot-Phelan RST","PP RST",251,"Yes",11,NA,0.7,5,8.74
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2018-02-07 09:20:43,"Parrott-Phelan canal trap box","canal trap box",252,"Yes",11,NA,NA,5,8.74
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2018-02-08 10:00:43,"Parrott-Phelan canal trap box","canal trap box",253,"Yes",11,NA,NA,9,8.93
"Unplanned restart","Trap stopped functioning","Processed fish",0,2.6,NA,2018-02-08 09:00:47,"Parrot-Phelan RST","PP RST",254,"Yes",11,NA,0.3,9,8.93
"Continue trapping","Trap functioning normally","Processed fish",2.1,2.1,2880,2018-02-09 08:30:47,"Parrot-Phelan RST","PP RST",255,"Yes",11,NA,0.9,5,6.07
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2018-02-09 09:30:43,"Parrott-Phelan canal trap box","canal trap box",256,"Yes",11,NA,NA,5,6.07
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2018-02-10 11:30:43,"Parrott-Phelan canal trap box","canal trap box",257,"Yes",11,NA,NA,9,10.01
"Continue trapping","Trap functioning normally","Processed fish",2.1,2.1,1557,2018-02-10 11:00:47,"Parrot-Phelan RST","PP RST",258,"Yes",11,NA,0.3,9,10.01
"Continue trapping","Trap functioning normally","Processed fish",2,2,2543,2018-02-11 08:30:47,"Parrot-Phelan RST","PP RST",259,"Yes",11,NA,0.5,4,6.96
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2018-02-11 10:00:43,"Parrott-Phelan canal trap box","canal trap box",260,"Yes",11,NA,NA,4,6.96
"Continue trapping","Trap functioning normally","Processed fish",2.1,2.1,2687,2018-02-12 08:00:47,"Parrot-Phelan RST","PP RST",261,"Yes",11,NA,0.5,4,7.16
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2018-02-12 08:30:43,"Parrott-Phelan canal trap box","canal trap box",262,"Yes",11,NA,NA,4,7.16
"Continue trapping","Trap functioning normally","Processed fish",1.1,1.1,5,2015-12-15 10:00:47,"Parrot-Phelan RST","PP RST",263,"Yes",11,NA,NA,3,NA
"Continue trapping","Trap functioning normally","Processed fish",1.5,1.5,0,2015-12-16 07:40:47,"Parrot-Phelan RST","PP RST",264,"Yes",11,NA,NA,4,NA
"Continue trapping","Trap functioning normally","Processed fish",1.5,1.5,2075,2015-12-17 09:40:47,"Parrot-Phelan RST","PP RST",265,"Yes",11,NA,NA,4,NA
"Continue trapping","Trap functioning normally","Processed fish",1.5,1.5,2150,2015-12-18 08:35:47,"Parrot-Phelan RST","PP RST",266,"Yes",11,NA,NA,4,NA
"Continue trapping","Trap functioning normally","Processed fish",1.6,1.6,2092,2015-12-19 10:30:47,"Parrot-Phelan RST","PP RST",267,"Yes",11,NA,NA,7,NA
"Continue trapping","Trap functioning normally","No fish were caught",2.1,2.1,652,2015-12-20 08:00:47,"Parrot-Phelan RST","PP RST",268,"Yes",11,NA,NA,5,NA
"Continue trapping","Trap functioning normally","Processed fish",2.5,2.5,3289,2015-12-21 09:30:47,"Parrot-Phelan RST","PP RST",269,"Yes",11,NA,NA,6,NA
"Start trap & begin trapping","Trap functioning normally","No fish were caught",4.6,4.6,0,2015-12-22 09:00:47,"Parrot-Phelan RST","PP RST",270,"Yes",11,NA,NA,6,NA
"Continue trapping","Trap functioning normally","Processed fish",1.6,1.6,3279,2015-12-23 11:30:47,"Parrot-Phelan RST","PP RST",271,"Yes",11,NA,NA,7,NA
"Continue trapping","Trap functioning normally","Processed fish",1.8,1.8,2693,2015-12-24 08:00:47,"Parrot-Phelan RST","PP RST",272,"Yes",11,NA,NA,5,NA
"Continue trapping","Trap functioning normally","Processed fish",2.4,2.4,3751,2015-12-25 12:00:47,"Parrot-Phelan RST","PP RST",273,"Yes",11,NA,NA,6,NA
"Continue trapping","Trap functioning normally","Processed fish",2.1,2.1,2799,2018-02-13 08:30:47,"Parrot-Phelan RST","PP RST",274,"Yes",11,NA,0.3,5,7.89
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2018-02-13 09:30:43,"Parrott-Phelan canal trap box","canal trap box",275,"Yes",11,NA,NA,5,7.89
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2018-02-14 09:00:43,"Parrott-Phelan canal trap box","canal trap box",276,"Yes",11,NA,NA,8,5.02
"Continue trapping","Trap functioning normally","Processed fish",2,2,2727,2018-02-14 08:30:47,"Parrot-Phelan RST","PP RST",277,"Yes",11,NA,0.6,9,5.02
"Continue trapping","Trap functioning normally","Processed fish",NA,2,3058,2018-02-15 11:30:47,"Parrot-Phelan RST","PP RST",278,"Yes",11,NA,0.7,4,7.83
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2018-02-15 12:00:43,"Parrott-Phelan canal trap box","canal trap box",279,"Yes",11,NA,NA,4,7.83
"Continue trapping","Trap functioning normally","Processed fish",1.9,NA,4777,2018-02-17 09:30:47,"Parrot-Phelan RST","PP RST",280,"Yes",11,NA,0.5,7,6.68
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2018-02-17 21:30:43,"Parrott-Phelan canal trap box","canal trap box",281,"Yes",11,NA,NA,NA,NA
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2018-02-18 09:30:43,"Parrott-Phelan canal trap box","canal trap box",282,"Yes",11,NA,NA,7,6.97
"Continue trapping","Trap functioning normally","Processed fish",1.9,1.7,2514,2018-02-18 08:30:47,"Parrot-Phelan RST","PP RST",283,"Yes",11,NA,0.6,7,6.97
